timestamp,job_id,jitter_ms,version,prevhash,coinb1,coinb2,extranonce1,extranonce2,merkle_branch,ntime,nbits,nonce
1768125335.4828978,cc167,37.212800001725554,20000000,e03fef6d11ef37494a8e5b1b10d947830d05d53153ec146c8c3ed6c22a7fdc60,e34b7df48cfb463365a7959fe45f2c7d040d6d62d53ca406c1ba88775c32993d,47dd5d600f9cb9dbed267a230c2d7381c71db049ab386aa004162f472539390c,0000ffff,3e000000,[],69637397,1d00ffff,524dca98
1768125335.5242884,543ce,40.365499909967184,20000000,cb34016676158e23f44076fe418e9b8e41efc1cc51eca87a4db408756464d8b1,eaa1f50d0e137b69e79b1a46c7eb7df89b38f6ab908b66a95cd85c81c543cee8,801e722a9778f7b3ba8cfefa24e2587579de31d7f00f8ffbd23677822034d506,0000ffff,42000000,[],69637397,1d00ffff,20c92754
1768125335.6256626,7b196,100.33239983022213,20000000,e627b888464a229e74541c285a10ef7ae540ba9a708619b23506370e0f0cd301,10e11671ee7719bb641bf547eb1713896d138ae902d96b95650ce031f754b737,558980c99273e3f145c2dbd9ce68a917aeea4bcb2541deb386f8ae0d07a9d0fd,0000ffff,53010000,[],69637397,1d00ffff,c4e1bf74
1768125335.7152767,cc927,88.61369988881052,20000000,84a7980e91f69ce1b5fcb21f9afe7ad5bf5577f13c3fddc5d24baf91ed9eed5b,43129b8a7b10fc7351bab431e724f896ebd36f582ce3e7fac5fbf3b9fbc424fa,5f71008ed6e65025d9a7fc717988b364467ec8f1e7cf831d703bac4374ed9b37,0000ffff,22010000,[],69637397,1d00ffff,d0f054b2
1768125335.8022478,d9b5b,85.9220998827368,20000000,71875151c6b010032698584084881ca100e7d80f3d5165a5d3018334b8e43320,6ae8674c93d99ce17bc66f7e0e24c439b779281db48c7fd909b348e2ac2b17f6,36f396f6b6a4abd8cc6ffd0ed96b334924beebe80b0ac9a78c2736f0c162eea4,0000ffff,14010000,[],69637397,1d00ffff,18b6e31a
1768125335.8433177,1eb3d,39.844300132244825,20000000,e312ad742611ca58ad59f8f8fd860180d1b64fb839339095c0ded272aff802cf,fd51a1a4ba2f1701247dd996410b73550327a7b957b54759ce24f557b263dce2,d60094bc3a3e69eb434e18fe6dda18d844570a0ca5aa3f5b0674f3ffcef43b62,0000ffff,4d000000,[],69637397,1d00ffff,ae710608
1768125336.0274773,ddf9e,183.14910004846752,20000000,6ab02fefa3eec7821a8ca2a2f34d69754df3f188de8a24a87003543740891b92,e373d43d3fb3550619653909e7056a39494048db4ae8e43bae4b80ea5879ee4d,e9d6686f60b4eb7f8d76ebcb0ecc46f3c8907a491290e8ae0e85919067c9288c,0000ffff,b9020000,[],69637397,1d00ffff,96889bda
1768125336.0848658,4f6f0,56.48660007864237,20000000,68e440c9abe00b19a2c62380f79f0a48368f5854463ace9af1c491b5fb59976f,1b6455f3b96e23b59be873f161d89e1e04ac973477f634f6041f2994436e4813,d665daf92285d4a5f11839873197058f7f20ad2611b0c6c104ca0b2543f1cb1f,0000ffff,8f000000,[],69637398,1d00ffff,22001d5f
1768125336.2057164,67db4,120.05760008469224,20000000,2e27f74d4f15bbff0365160977c11907c54f1ebeca08d2ae04a9d5fb761bb448,3a1d0990b03b688be3ee520de35bd2c19b269aacab148082ef7f1d8967a61c68,1f6659d37de72a7277ee99d87d674fef7217e2e15deb225f6a76ac9a8d1b02f6,0000ffff,9f010000,[],69637398,1d00ffff,4678d524
1768125336.4062598,b3fef,199.71080007962883,20000000,36deb7e1322e59f945c249d715994abcb28010128e80003fdc30cd64a4798ba9,db1a29ef4f12aaf2080a2113a5c3e5ab098d4c8a0bacd19a4f359fcdc2641f65,59172d18ab22f9fe402a5cca2acfcc282d379c0e2be8e7cbc3f7dd56695d5c54,0000ffff,fe020000,[],69637398,1d00ffff,61c7bff2
